City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Dawei,MM,14.0833,98.2,76.14,92,100,2.08,overcast clouds
456,Hamilton,US,39.1834,-84.5333,82.35,47,0,9.22,clear sky
457,San Policarpo,PH,12.1791,125.5072,81.5,74,87,3.83,overcast clouds
458,Kloulklubed,PW,7.0419,134.2556,81.1,67,100,2.21,overcast clouds
459,Verkhnevilyuysk,RU,63.4453,120.3167,67.96,65,95,4.18,overcast clouds
460,Christchurch,NZ,-43.5333,172.6333,63.32,76,85,3.44,overcast clouds
461,Poiana Marului,RO,45.6,25.3,59.07,97,78,1.43,broken clouds
462,Cap Malheureux,MU,-19.9842,57.6142,70.47,78,6,5.01,clear sky
463,Dingle,PH,10.9995,122.6711,80.87,80,100,1.43,overcast clouds
464,Ojuelos De Jalisco,MX,21.8667,-101.5833,77.99,24,78,10.25,broken clouds
465,Anyksciai,LT,55.5256,25.1026,51.39,86,29,0.29,scattered clouds
466,Mersin,TR,36.862,34.6509,69.24,89,7,2.66,clear sky
467,De Aar,ZA,-30.6497,24.0123,50.04,36,0,1.92,clear sky
468,Chipinge,ZW,-20.1883,32.6236,48.94,92,31,3.8,scattered clouds
469,Hobyo,SO,5.3505,48.5268,78.19,79,73,24.29,broken clouds
470,Kismayo,SO,-0.3582,42.5454,78.78,76,77,15.82,broken clouds
471,Senneterre,CA,48.3835,-77.2328,53.37,76,95,4.74,overcast clouds
472,Marsaxlokk,MT,35.8419,14.5431,77.61,50,0,8.05,clear sky
473,Colac,AU,-38.3333,143.5833,44.83,86,82,11.68,light rain
474,Dicabisagan,PH,17.0818,122.4157,84.56,73,68,6.89,broken clouds
475,Samarai,PG,-10.6167,150.6667,82.22,77,85,13.71,overcast clouds
476,Abha,SA,18.2164,42.5053,66.02,59,0,0.0,clear sky
477,Porto Santo,PT,33.072,-16.3415,64.78,77,20,8.05,few clouds
478,Wagar,SD,16.1525,36.2032,93.74,26,61,11.34,broken clouds
479,Misratah,LY,32.3754,15.0925,75.74,68,0,6.73,clear sky
480,Ouesso,CG,1.6136,16.0517,70.03,96,89,1.74,light rain
481,Esperance,AU,-33.8667,121.9,48.04,68,93,6.73,overcast clouds
482,Chihuahua,MX,28.5,-106.0,94.03,8,6,13.22,clear sky
483,Port Hardy,CA,50.6996,-127.4199,57.38,67,75,11.5,broken clouds
484,Miri,MY,4.4148,114.0089,78.94,94,40,5.75,moderate rain
485,Wilmington,US,34.2257,-77.9447,78.01,51,6,1.99,clear sky
486,Mariental,NA,-24.6333,17.9667,53.58,32,100,11.48,overcast clouds
487,Uusikaupunki,FI,60.8004,21.4084,47.14,80,70,5.41,broken clouds
488,Mackenzie,CA,55.2999,-123.1698,62.82,59,75,17.27,broken clouds
489,Vite,IN,17.2833,74.55,77.5,64,100,6.17,overcast clouds
490,Guinguineo,SN,14.2667,-15.95,82.22,74,0,11.5,clear sky
491,Pemangkat,ID,1.1667,108.9667,77.9,87,96,6.46,overcast clouds
492,Abnub,EG,27.2696,31.1511,82.62,24,65,5.1,broken clouds
493,Portland,US,45.5234,-122.6762,69.84,69,40,10.36,scattered clouds
494,Tiznit,MA,29.5833,-9.5,68.68,64,100,2.01,overcast clouds
495,Khandyga,RU,62.6667,135.6,77.45,37,38,3.49,scattered clouds
496,Okha,RU,53.5739,142.9478,57.56,56,69,7.52,broken clouds
497,Chernushka,RU,56.5072,56.0766,51.03,92,97,1.5,overcast clouds
498,Keningau,MY,5.3378,116.1602,75.81,91,63,1.21,broken clouds
499,Nkhotakota,MW,-12.9274,34.2961,69.75,63,86,17.92,overcast clouds
500,Alofi,NU,-19.0595,-169.9187,76.89,88,22,8.05,few clouds
501,Naryan-Mar,RU,67.6713,53.087,50.85,51,14,10.98,few clouds
502,Zaysan,KZ,47.4667,84.8667,47.35,68,9,2.64,clear sky
503,Itarema,BR,-2.9248,-39.9167,75.9,88,50,9.6,scattered clouds
504,Salina,US,38.8403,-97.6114,78.93,70,75,6.91,broken clouds
505,Santa Barbara,US,34.7333,-120.0343,85.33,54,68,12.37,broken clouds
506,Zheshart,RU,62.0731,49.5733,50.02,97,100,2.84,overcast clouds
507,Taganak,PH,6.0833,118.3,78.94,81,86,7.16,overcast clouds
508,Saint Anthony,US,45.0205,-93.218,70.84,69,100,11.5,overcast clouds
509,Mahajanga,MG,-15.7167,46.3167,69.82,88,75,3.44,broken clouds
510,Ca Mau,VN,9.1769,105.15,81.46,77,78,4.88,broken clouds
511,Wanxian,CN,30.8039,108.3897,72.27,93,100,2.06,overcast clouds
512,Idrinskoye,RU,54.3708,92.1358,47.61,91,100,13.49,light rain
513,Songkhla,TH,6.8333,100.6667,81.84,94,81,2.37,broken clouds
514,Kosino,RU,58.4127,51.2782,49.44,92,48,0.11,scattered clouds
515,Gamba,GA,-2.65,10.0,71.83,94,82,1.77,broken clouds
516,Vuktyl,RU,63.8567,57.3094,48.7,45,61,7.67,broken clouds
517,Liaoyang,CN,41.2719,123.1731,61.12,83,85,4.21,overcast clouds
518,Bambous Virieux,MU,-20.3428,57.7575,71.85,88,75,9.22,light intensity shower rain
519,Solnechnyy,RU,50.7214,136.6319,66.02,43,4,4.09,clear sky
520,Manono,CD,-7.3,27.4167,68.4,51,63,3.0,broken clouds
521,Quatre Cocos,MU,-20.2078,57.7625,71.71,87,23,9.64,light rain
522,Humboldt,US,40.6665,-123.9178,58.32,67,56,6.89,broken clouds
523,Vao,NC,-22.6667,167.4833,73.36,70,23,6.93,few clouds
524,Ponta Do Sol,PT,32.6667,-17.1,65.71,78,9,1.88,clear sky
525,Afua,BR,-0.1567,-50.3867,75.29,92,97,5.03,overcast clouds
526,Kununurra,AU,-15.7667,128.7333,84.18,58,60,8.05,broken clouds
527,Vagur,FO,61.4732,-6.8119,49.73,92,87,14.45,overcast clouds
528,Arman,RU,59.7,150.1667,64.02,84,79,6.82,broken clouds
529,San Patricio,US,28.017,-97.5169,93.54,58,0,17.49,clear sky
530,Goderich,CA,43.7501,-81.7165,61.12,72,100,8.05,overcast clouds
531,Sambava,MG,-14.2667,50.1667,68.13,80,5,8.63,clear sky
532,Cotonou,BJ,6.3654,2.4183,80.58,78,20,3.44,few clouds
533,Igdir,TR,39.9237,44.045,76.19,25,0,8.05,clear sky
534,Cape Girardeau,US,37.3834,-89.7168,83.79,65,55,6.38,broken clouds
535,Gwadar,PK,25.1216,62.3254,80.91,84,0,8.57,clear sky
536,Bonfim,BR,3.0833,-59.95,78.28,82,100,1.88,overcast clouds
537,Camana,PE,-16.6228,-72.7111,64.58,87,93,7.02,overcast clouds
538,Ambovombe,MG,-25.1667,46.0833,65.8,88,79,4.72,broken clouds
539,Carroll,US,39.5501,-77.0164,77.31,70,10,5.17,clear sky
540,Ranong,TH,9.9658,98.6348,76.93,84,100,3.6,overcast clouds
541,Popova,RU,42.9603,131.7228,48.87,88,100,7.23,overcast clouds
542,Fairbanks,US,64.8378,-147.7164,74.61,18,0,10.36,clear sky
543,Rayadrug,IN,14.7,76.8667,74.23,74,100,6.69,moderate rain
544,Katima Mulilo,NA,-17.5,24.2667,50.13,66,14,4.79,few clouds
545,Oktyabrskiy,RU,54.4815,53.471,54.45,86,98,2.48,overcast clouds
546,San Miguel,SV,13.4833,-88.1833,80.26,94,40,6.91,scattered clouds
547,Mopti,ML,14.6667,-4.0,97.12,13,15,5.17,few clouds
548,Morondava,MG,-20.2833,44.2833,68.88,76,0,7.0,clear sky
549,Cortez,US,37.3489,-108.5859,83.16,16,0,13.8,clear sky
550,Sorland,NO,67.667,12.6934,44.46,68,82,20.2,broken clouds
551,Daru,PG,-9.0763,143.2092,80.85,78,100,2.39,light rain
552,Bogorodskoye,RU,56.55,37.8833,46.53,97,33,4.68,scattered clouds
553,Yining,CN,29.0361,114.5636,76.12,88,20,0.96,few clouds
554,Buchanan,LR,5.8808,-10.0467,78.39,86,97,7.61,light rain
555,Bilibino,RU,68.0546,166.4372,39.67,49,99,6.85,overcast clouds
556,Mazatlan,MX,23.2167,-106.4167,82.02,82,0,8.01,clear sky
557,Witney,GB,51.7836,-1.4854,53.87,96,75,3.44,broken clouds
558,Putina,PE,-15.4667,-69.4333,45.01,79,75,7.63,broken clouds
559,Mozarlandia,BR,-14.7447,-50.5706,76.78,41,0,4.59,clear sky
560,Launceston,AU,-41.45,147.1667,49.8,91,53,12.66,broken clouds
561,Kota Kinabalu,MY,5.9749,116.0724,80.58,94,20,1.99,few clouds
562,Sibenik,HR,43.7272,15.9058,74.86,66,45,4.18,scattered clouds
563,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,76,100,6.91,overcast clouds
564,Virudunagar,IN,9.6,77.9667,81.0,67,100,0.45,overcast clouds
565,Pindiga,NG,9.9833,10.9333,75.6,70,81,5.82,broken clouds
566,Strathmore,CA,51.0501,-113.3852,60.35,88,97,17.27,overcast clouds
567,Tsabong,BW,-26.0217,22.401,55.96,33,95,9.15,overcast clouds
568,Ulety,RU,51.3572,112.4849,59.25,64,100,1.28,overcast clouds
569,Mafinga,TZ,-7.25,35.0667,63.09,70,49,3.6,scattered clouds
570,Makakilo City,US,21.3469,-158.0858,84.52,54,0,14.97,clear sky
571,Moyobamba,PE,-6.05,-76.9667,66.65,98,71,1.59,broken clouds
572,Vardo,NO,70.3705,31.1107,42.78,87,100,14.97,overcast clouds
573,Sayansk,RU,54.1088,102.1648,55.45,62,80,8.41,broken clouds
574,High Rock,BS,26.6208,-78.2833,84.22,75,18,1.59,few clouds
575,Cairo,EG,30.0626,31.2497,77.76,73,0,5.75,clear sky
576,Sisimiut,GL,66.9395,-53.6735,45.34,40,23,17.0,few clouds
577,Santa Maria,BR,-29.6842,-53.8069,61.9,100,100,4.61,moderate rain
578,San Mateo Del Mar,MX,16.2,-95.0,83.32,73,85,17.6,overcast clouds
579,Coahuayana,MX,18.7333,-103.6833,82.42,67,60,6.2,broken clouds
580,Bay City,US,43.5945,-83.8889,62.82,89,100,6.91,overcast clouds
581,Viesca,MX,25.35,-102.8,95.95,14,0,4.9,clear sky
582,Port Shepstone,ZA,-30.7414,30.455,63.63,85,100,5.7,light rain
583,Esso,RU,55.9333,158.7,58.1,55,9,2.95,clear sky
584,Korla,CN,41.7597,86.1469,71.15,14,0,10.94,clear sky
585,Garissa,KE,-0.4536,39.6401,75.52,69,86,13.29,overcast clouds
586,Manokwari,ID,-0.8667,134.0833,81.72,71,57,4.07,broken clouds
587,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.21,92,44,2.21,scattered clouds
588,Uva,RU,56.9908,52.1852,50.92,95,100,2.77,overcast clouds
589,Myrtle Beach,US,33.6891,-78.8867,79.11,63,0,11.5,clear sky
590,Praxedis Guerrero,MX,31.3667,-106.0167,97.65,7,30,19.64,scattered clouds
591,Tuyen Quang,VN,21.8233,105.2181,80.65,90,100,1.72,heavy intensity rain
592,Puerto Escondido,MX,15.85,-97.0667,81.82,77,97,4.97,overcast clouds
593,Jumla,NP,29.2747,82.1838,54.32,62,33,4.16,scattered clouds
594,Seymchan,RU,62.8833,152.4333,63.95,40,90,17.0,overcast clouds
595,Goianesia,BR,-15.3175,-49.1175,73.62,46,16,5.37,few clouds
596,Lahij,YE,13.1667,44.5833,84.92,44,33,2.46,scattered clouds
597,Beberibe,BR,-4.1797,-38.1306,75.24,91,100,9.86,overcast clouds
598,Matagami,CA,49.7502,-77.6328,57.31,72,100,4.61,overcast clouds
599,Panzhihua,CN,26.5851,101.7128,68.61,83,100,2.53,light rain
600,Bainbridge,US,47.6262,-122.5212,68.79,71,75,10.36,broken clouds
601,Uyuni,BO,-20.4597,-66.825,43.57,61,86,5.23,overcast clouds
602,Sar-E Pul,AF,35.8333,66.1667,57.61,40,0,1.5,clear sky
603,Belle Fourche,US,44.6714,-103.8522,74.08,49,82,14.34,broken clouds
604,Pula,HR,44.8683,13.8481,64.96,88,0,3.44,clear sky
605,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,66,75,24.16,broken clouds
606,Melita,CA,49.2681,-100.9967,54.82,61,100,13.91,overcast clouds
607,Huejuquilla El Alto,MX,22.6,-103.8667,73.36,49,61,17.16,broken clouds
608,Saint-Joseph,RE,-21.3667,55.6167,68.38,68,48,6.6,scattered clouds
609,Navoi,UZ,40.0844,65.3792,62.08,31,0,4.61,clear sky
610,Borba,BR,-4.3878,-59.5939,72.97,98,92,2.42,heavy intensity rain
611,Naron,ES,43.5167,-8.1528,63.45,73,100,8.75,overcast clouds
612,Chimbote,PE,-9.0853,-78.5783,64.22,88,69,9.35,broken clouds
613,Katobu,ID,-4.9408,122.5276,79.0,86,86,2.21,overcast clouds
614,Tual,ID,-5.6667,132.75,82.71,75,36,9.42,scattered clouds
615,College,US,64.8569,-147.8028,74.59,17,20,10.36,few clouds
616,Turukhansk,RU,65.8167,87.9833,38.21,62,87,5.53,overcast clouds
617,Aksarka,RU,66.5606,67.7975,41.86,43,88,3.8,overcast clouds
618,Ostersund,SE,63.1792,14.6357,41.45,70,8,2.3,clear sky
619,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,73,100,19.57,overcast clouds
620,Palana,RU,59.1167,159.9667,47.55,75,42,5.44,scattered clouds
621,Atar,MR,20.5169,-13.0499,91.02,13,100,15.05,overcast clouds
622,Kodiak,US,57.79,-152.4072,56.71,72,100,12.66,overcast clouds
623,Florenville,BE,49.6998,5.3074,58.26,98,72,4.34,broken clouds
624,Ouallam,NE,14.3188,2.0866,89.49,36,8,16.42,clear sky
625,Beckley,US,37.7782,-81.1882,75.09,50,0,10.36,clear sky
626,Nhulunbuy,AU,-12.2333,136.7667,83.01,78,40,10.36,scattered clouds
627,Juneau,US,58.3019,-134.4197,71.83,72,75,10.36,broken clouds
628,Nchelenge,ZM,-9.3451,28.734,60.53,64,35,7.76,scattered clouds
629,Karratha,AU,-20.7377,116.8463,68.59,50,39,13.98,scattered clouds
630,Adamas,GR,36.7333,24.4333,72.09,82,0,8.77,clear sky
631,Nortelandia,BR,-14.4547,-56.8028,77.04,44,13,4.74,few clouds
632,Luanda,AO,-8.8368,13.2343,75.2,88,20,4.61,few clouds
633,Macouria,GF,4.9167,-52.3667,78.98,1,93,10.36,moderate rain
634,Port Hawkesbury,CA,45.6169,-61.3485,55.62,79,100,4.61,overcast clouds
635,Lazaro Cardenas,MX,17.9583,-102.2,82.4,68,90,10.02,overcast clouds
636,Haines Junction,CA,60.7522,-137.5108,62.55,63,98,5.75,overcast clouds
637,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.76,58,46,9.4,scattered clouds
638,Laramie,US,41.3114,-105.5911,68.95,41,75,24.16,broken clouds
639,Gigmoto,PH,13.7796,124.39,84.18,72,97,3.56,overcast clouds
640,Ballarat,AU,-37.5662,143.8496,42.21,89,60,9.17,broken clouds
641,Palauig,PH,15.435,119.9045,83.91,71,91,6.13,overcast clouds
642,Baruun-Urt,MN,46.6806,113.2792,54.97,53,100,8.1,overcast clouds
643,Chumikan,RU,54.7183,135.315,61.92,46,15,5.35,few clouds
644,Shingu,JP,33.7333,135.9833,65.75,94,100,18.07,light rain
645,Xinzhou,CN,38.4092,112.7333,68.18,28,63,5.26,broken clouds
646,Saint-Francois,FR,46.4154,3.9054,56.68,94,0,3.44,clear sky
647,Baberu,IN,25.55,80.7167,93.34,12,52,6.93,broken clouds
648,Baijiantan,CN,45.6333,85.1833,70.02,31,74,4.38,broken clouds
649,Sajanan,TN,37.0573,9.2426,67.12,81,39,6.78,scattered clouds
650,Japura,ID,-0.3167,102.35,74.44,94,83,0.96,broken clouds
651,Gimli,CA,50.6336,-96.9907,55.42,58,21,12.66,few clouds
652,Vila Do Maio,CV,15.1333,-23.2167,74.19,86,12,19.86,few clouds
653,Udachnyy,RU,66.4167,112.4,46.45,81,100,11.16,overcast clouds
654,Xapuri,BR,-10.6517,-68.5044,78.33,72,100,1.59,overcast clouds
655,Leshukonskoye,RU,64.8989,45.7622,50.13,91,32,3.89,scattered clouds
656,Lisakovsk,KZ,52.5369,62.4936,46.76,89,92,3.53,overcast clouds
657,Novopokrovka,UA,49.8425,36.5477,53.51,89,5,7.2,clear sky
658,Tabou,CI,4.423,-7.3528,78.1,85,100,7.09,overcast clouds
659,Purpe,RU,64.4803,76.6897,37.56,50,95,3.58,overcast clouds
660,Mirzapur,IN,25.15,82.5833,84.16,38,98,5.03,overcast clouds
661,Lerwick,GB,60.1545,-1.1494,48.2,87,57,3.22,broken clouds
662,Cururupu,BR,-1.8283,-44.8683,73.69,96,96,2.77,overcast clouds
663,Khorramshahr,IR,30.4397,48.1664,93.16,26,0,4.61,clear sky
664,Mandalgovi,MN,45.7625,106.2708,52.59,55,100,21.59,overcast clouds
665,Levelland,US,33.5873,-102.378,95.2,13,50,13.53,scattered clouds
666,Gazli,UZ,40.1333,63.45,76.89,15,0,7.92,clear sky
667,Jaisalmer,IN,26.9147,70.9181,80.67,57,1,20.24,clear sky
668,Rudsar,IR,37.1376,50.288,78.13,50,56,5.93,broken clouds
669,Sioux Lookout,CA,50.1001,-91.917,55.47,67,75,4.61,broken clouds
670,Amahai,ID,-3.3333,128.9167,81.45,76,59,1.99,broken clouds
671,Zaragoza,ES,41.6561,-0.8773,74.01,58,0,13.0,clear sky
672,Masuri,KR,35.8488,128.1492,63.95,78,81,5.35,broken clouds
673,Harper,LR,4.375,-7.7169,78.08,86,97,7.16,overcast clouds
674,Sayyan,YE,15.1718,44.3244,61.3,30,16,4.34,few clouds
675,Tocopilla,CL,-22.092,-70.1979,63.45,72,59,4.7,broken clouds
676,Champerico,GT,14.3,-91.9167,77.54,77,99,8.28,overcast clouds
677,Paita,PE,-5.0892,-81.1144,65.57,86,95,14.07,overcast clouds
678,Xingcheng,CN,40.6167,120.7167,64.76,59,53,12.37,broken clouds
679,Texarkana,US,33.4251,-94.0477,70.02,88,40,9.22,heavy intensity rain
680,East Stroudsburg,US,40.9995,-75.1813,79.52,70,66,3.71,broken clouds
681,Chernyshevskiy,RU,63.0128,112.4714,56.12,85,100,1.5,overcast clouds
